section,question_number,main_question,full_question,sub_question,option_1,option_2,option_3,option_4,correct_option,feedback_1,feedback_2,feedback_3,feedback_4,min_value,max_value,solution,image_url,units,question_type
Calculus,3,Differentiate the equation 3,Differentiate the equation: $ a(t) = 14t^{3/2} $ and find $ a''(t) $ when $ t=3 $ ,What is the derivative of $ a(t) = 14t^{3/2} $ ?, $ a'(t)=21t^{1/2} $ , $ a'(t)=28t^{1/2} $ , $ a'(t)=7t^2 $ , $ a'(t)=14t^3 $ ,1,"Correct, $ a'(t)=21t^{1/2} $ ."," $ Incorrect, 14*(3/2)=21 not 28. $ ","Incorrect, exponent was applied as 2 rather than 1/2.","Incorrect, exponent misinterpreted as 3 rather than 1/2.",6.06,6.07,"1. Differentiate to find $ a'(t) $ :
 $ a'(t) = \frac{d}{dt}\bigl(14t^{3/2}\bigr)= 14 \cdot \frac{3}{2}t^{\frac{3}{2}-1}= 21t^{\tfrac{1}{2}}.
 $ 2. Differentiate $ a'(t) $ to find $ a''(t) $ :
 $ a''(t) = \frac{d}{dt}\bigl(21t^{\tfrac{1}{2}}\bigr)= 21 \cdot \frac{1}{2}t^{\tfrac{1}{2}-1}= 10.5t^{-\tfrac{1}{2}}.
 $ 3. Evaluate at $ t = 3 $ :
 $ a''(3) = 10.5 \cdot 3^{-\tfrac{1}{2}} = 10.5 \cdot \frac{1}{\sqrt{3}} = \frac{10.5}{\sqrt{3}}= \frac{10.5\sqrt{3}}{3} = 3.5\sqrt{3} $ ",,No units,Derivative
Calculus,3,Differentiate the equation 3,Differentiate the equation: $ a(t) = 14t^{3/2} $ and find $ a''(t) $ when $ t=3 $ ,What is the second derivative of $ a(t) = 14t^{3/2} $ ?, $ a''(t)=21t $ , $ a''(t)=28t $ , $ a''(t)=(21/2)t^{-1/2} $ , $ a''(t)=(14/3)t^{-1/3} $ ,3,"Incorrect, that's the first derivative multiplied by t."," $ Incorrect, derivative of 21t^{1/2} is (21/2)t^{-1/2}, not 28t. $ ","Correct, $ a''(t)=\frac{21}{2}t^{-1/2} $ .","Incorrect, exponent and coefficient are wrong.",6.06,6.07,"1. Differentiate to find $ a'(t) $ :
 $ a'(t) = \frac{d}{dt}\bigl(14t^{3/2}\bigr)= 14 \cdot \frac{3}{2}t^{\frac{3}{2}-1}= 21t^{\tfrac{1}{2}}.
 $ 2. Differentiate $ a'(t) $ to find $ a''(t) $ :
 $ a''(t) = \frac{d}{dt}\bigl(21t^{\tfrac{1}{2}}\bigr)= 21 \cdot \frac{1}{2}t^{\tfrac{1}{2}-1}= 10.5t^{-\tfrac{1}{2}}.
 $ 3. Evaluate at $ t = 3 $ :
 $ a''(3) = 10.5 \cdot 3^{-\tfrac{1}{2}} = 10.5 \cdot \frac{1}{\sqrt{3}} = \frac{10.5}{\sqrt{3}}= \frac{10.5\sqrt{3}}{3} = 3.5\sqrt{3} $ ",,No units,Derivative
Calculus,3,Differentiate the equation 3,Differentiate the equation: $ a(t) = 14t^{3/2} $ and find $ a''(t) $ when $ t=3 $ ,What is the value of $ a''(t) $ when $ t=3 $ ?,,,,,,,,,,6.06,6.07,"1. Differentiate to find $ a'(t) $ :
 $ a'(t) = \frac{d}{dt}\bigl(14t^{3/2}\bigr)= 14 \cdot \frac{3}{2}t^{\frac{3}{2}-1}= 21t^{\tfrac{1}{2}}.
 $ 2. Differentiate $ a'(t) $ to find $ a''(t) $ :
 $ a''(t) = \frac{d}{dt}\bigl(21t^{\tfrac{1}{2}}\bigr)= 21 \cdot \frac{1}{2}t^{\tfrac{1}{2}-1}= 10.5t^{-\tfrac{1}{2}}.
 $ 3. Evaluate at $ t = 3 $ :
 $ a''(3) = 10.5 \cdot 3^{-\tfrac{1}{2}} = 10.5 \cdot \frac{1}{\sqrt{3}} = \frac{10.5}{\sqrt{3}}= \frac{10.5\sqrt{3}}{3} = 3.5\sqrt{3} $ ",,No units,Final Answer
Calculus,4,Integrate the equation 1,Integrate the equation: $ a''(t) = 0.5 $ and find $ a(t) $ when $ t=3 $ assuming $ a'(0)=0 $ and $ a(0)=0 $ ,How do you integrate an equation in the form $ y'(t)=x^n $ (n cannot equal -1)?,Integral Transfer Function: $ nx^{n-1}+C $ ,Integral Transfer Function: $ xnt^{n-1} $ ,Integral Transfer Function: $ \frac{x}{n+1}t^{n+1}+C $ ,Integral Transfer Function: $ xn^{x-1}+C $ ,3,"Incorrect, this is the power rule for differentiation, not integration.","Incorrect, variable placement and exponent handling are wrong.","Correct, the integral of $ x^n $ is $ x^{n+1}/(n+1)+C $ .","Incorrect, exponent and base relationship is wrong.",2.25,2.25,"1. Acceleration satisfies $ a''(t) = 0.5. $ 
2. Integrate to find $ a'(t) $ : 
 $ a'(t) = \int 0.5dt = 0.5t + C_{1}. $ 
3. Apply initial condition $ a'(0)=0 $ : 
 $ 0 = 0.5\cdot 0 + C_{1} \Longrightarrow C_{1} = 0 $ hence $ a'(t) = 0.5t $ 
4. Integrate to find $ a(t) $ :
 $ a(t) = \int 0.5tdt = 0.5\cdot \frac{t^2}{2} + C_{2} = 0.25t^2 + C_{2} $ 
5. Apply initial condition $ a(0)=0 $ :
 $ 0 = 0.25\cdot 0^2 + C_{2} \Longrightarrow C_{2} = 0 $ hence $ a(t) = 0.25t^2 $ 
6. Evaluate at $ t=3 $ : 
 $ a(3) = 0.25 \cdot 3^2 = 0.25 \cdot 9 = 2.25 $ ",,No units,Formula Selection
Calculus,4,Integrate the equation 1,Integrate the equation: $ a''(t) = 0.5 $ and find $ a(t) $ when $ t=3 $ assuming $ a'(0)=0 $ and $ a(0)=0 $ ,What is the integral of $ a''(t)=0.5 $ ?, $ a'(t)=0.5+a'(0) $ , $ a'(t)=t+a'(0) $ , $ a'(t)=0.25t+a'(0) $ , $ a'(t)=0.5t+a'(0) $ ,4,"Incorrect, integrating 0.5 yields 0.5t, not a constant.","Incorrect, you treated 0.5 as variable 1.","Incorrect, coefficient of t is off by factor of 2.","Correct, $ \int0.5, dt = 0.5t + C $ .",2.25,2.25,"1. Acceleration satisfies $ a''(t) = 0.5. $ 
2. Integrate to find $ a'(t) $ : 
 $ a'(t) = \int 0.5dt = 0.5t + C_{1}. $ 
3. Apply initial condition $ a'(0)=0 $ : 
 $ 0 = 0.5\cdot 0 + C_{1} \Longrightarrow C_{1} = 0 $ hence $ a'(t) = 0.5t $ 
4. Integrate to find $ a(t) $ :
 $ a(t) = \int 0.5tdt = 0.5\cdot \frac{t^2}{2} + C_{2} = 0.25t^2 + C_{2} $ 
5. Apply initial condition $ a(0)=0 $ :
 $ 0 = 0.25\cdot 0^2 + C_{2} \Longrightarrow C_{2} = 0 $ hence $ a(t) = 0.25t^2 $ 
6. Evaluate at $ t=3 $ : 
 $ a(3) = 0.25 \cdot 3^2 = 0.25 \cdot 9 = 2.25 $ ",,No units,Integral
Calculus,4,Integrate the equation 1,Integrate the equation: $ a''(t) = 0.5 $ and find $ a(t) $ when $ t=3 $ assuming $ a'(0)=0 $ and $ a(0)=0 $ ,What is the second integral of $ a''(t)=0.5 $ ?, $ a(t)=0.5t^3+a'(0)t^2+a(0) $ , $ a(t)=t^2+a'(0)+a(0) $ , $ a(t)=0.25t^2+a'(0)t+a(0) $ , $ a(t)=0.5t^2+a'(0)t+a(0) $ ,3," $ Incorrect, integrating 0.5t gives 0.25t^2, not cubic term. $ ","Incorrect, exponent and coefficient are wrong.","Correct, $ \int(0.5t), dt = 0.25t^2 + C_1t + C_0 $ ."," $ Incorrect, coefficient of t^2 should be 0.25, not 0.5. $ ",2.25,2.25,"1. Acceleration satisfies $ a''(t) = 0.5. $ 
2. Integrate to find $ a'(t) $ : 
 $ a'(t) = \int 0.5dt = 0.5t + C_{1}. $ 
3. Apply initial condition $ a'(0)=0 $ : 
 $ 0 = 0.5\cdot 0 + C_{1} \Longrightarrow C_{1} = 0 $ hence $ a'(t) = 0.5t $ 
4. Integrate to find $ a(t) $ :
 $ a(t) = \int 0.5tdt = 0.5\cdot \frac{t^2}{2} + C_{2} = 0.25t^2 + C_{2} $ 
5. Apply initial condition $ a(0)=0 $ :
 $ 0 = 0.25\cdot 0^2 + C_{2} \Longrightarrow C_{2} = 0 $ hence $ a(t) = 0.25t^2 $ 
6. Evaluate at $ t=3 $ : 
 $ a(3) = 0.25 \cdot 3^2 = 0.25 \cdot 9 = 2.25 $ ",,No units,Integral
Calculus,4,Integrate the equation 1,Integrate the equation: $ a''(t) = 0.5 $ and find $ a(t) $ when $ t=3 $ assuming $ a'(0)=0 $ and $ a(0)=0 $ ,What is the value of $ a(t) $ when $ t=3 $ ?,,,,,,,,,,2.25,2.25,"1. Acceleration satisfies $ a''(t) = 0.5. $ 
2. Integrate to find $ a'(t) $ : 
 $ a'(t) = \int 0.5dt = 0.5t + C_{1}. $ 
3. Apply initial condition $ a'(0)=0 $ : 
 $ 0 = 0.5\cdot 0 + C_{1} \Longrightarrow C_{1} = 0 $ hence $ a'(t) = 0.5t $ 
4. Integrate to find $ a(t) $ :
 $ a(t) = \int 0.5tdt = 0.5\cdot \frac{t^2}{2} + C_{2} = 0.25t^2 + C_{2} $ 
5. Apply initial condition $ a(0)=0 $ :
 $ 0 = 0.25\cdot 0^2 + C_{2} \Longrightarrow C_{2} = 0 $ hence $ a(t) = 0.25t^2 $ 
6. Evaluate at $ t=3 $ : 
 $ a(3) = 0.25 \cdot 3^2 = 0.25 \cdot 9 = 2.25 $ ",,No units,Final Answer
Calculus,5,Integrate the equation 2,Integrate the equation: $ a''(t) = \frac{2}{3}t $ and find $ a(t) $ when $ t=4 $ assuming $ a'(0)=0 $ and $ a(0)=0 $ ,How do you integrate an equation in the form $ y'(t)=x^n $ (n cannot equal -1)?,Integral Transfer Function: $ nx^{n-1}+C $ ,Integral Transfer Function: $ xnt^{n-1} $ ,Integral Transfer Function: $ \frac{x}{n+1}t^{n+1}+C $ ,Integral Transfer Function: $ xn^{x-1}+C $ ,3,"Incorrect, that is the differentiation rule, not integration.","Incorrect, variable placement and exponent handling are wrong.","Correct, the integral of $ x^n $ is $ \frac{x^{n+1}}{n+1} + C $ .","Incorrect, exponent and base relationship is wrong.",7.1,7.12,"1. Acceleration satisfies $ a''(t) = \frac{2}{3}t. $ 
 2. Integrate to find $ a'(t) $ : 
 $ a'(t) = \int \frac{2}{3}tdt = \frac{2}{3}\cdot\frac{t^2}{2} + C_{1} = \frac{1}{3}t^2 + C_{1}. $ 
3. Apply initial condition $ a'(0)=0 $ : 
 $ 0 = \frac{1}{3}\cdot 0^2 + C_{1} \Longrightarrow C_{1} = 0 $ hence $ a'(t) = \frac{1}{3}t^2. $ 
4. Integrate to find $ a(t) $ :
 $ a(t) = \int \frac{1}{3}t^2dt = \frac{1}{3}\cdot\frac{t^3}{3} + C_{2} = \frac{1}{9}t^3 + C_{2}. $ 
 5. Apply initial condition $ a(0)=0 $ :
 $ 0 = \frac{1}{9}\cdot 0^3 + C_{2} \Longrightarrow C_{2} = 0 $ hence $ a(t) = \frac{1}{9}t^3. $ 
 6. Evaluate at $ t=4 $ : 
 $ a(4) = \frac{1}{9}\cdot 4^3 = \frac{64}{9}. $ ",,No units,Formula Selection
Calculus,5,Integrate the equation 2,Integrate the equation: $ a''(t) = \frac{2}{3}t $ and find $ a(t) $ when $ t=4 $ assuming $ a'(0)=0 $ and $ a(0)=0 $ ,What is the integral of $ a''(t) = \frac{2}{3}t $ ?, $ a'(t)=3t^2 + a'(0) $ , $ a'(t)=\tfrac{1}{3}t^2 + a'(0) $ , $ a'(t)=\tfrac{3}{2}t^2 + a'(0) $ , $ a'(t)=\tfrac{4}{3}t^3 + a'(0) $ ,2,"Incorrect, integrating $ \frac{2}{3}t $ gives $ \frac{1}{3}t^2 $ , not $ 3t^2 $ .","Correct, $ \int \frac{2}{3}t, dt = \frac{1}{3}t^2 + C $ .","Incorrect, coefficient is wrong by factor of $ \frac{9}{2} $ .","Incorrect, exponent increase is miscalculated.",7.1,7.12,"1. Acceleration satisfies $ a''(t) = \frac{2}{3}t. $ 
 2. Integrate to find $ a'(t) $ : 
 $ a'(t) = \int \frac{2}{3}tdt = \frac{2}{3}\cdot\frac{t^2}{2} + C_{1} = \frac{1}{3}t^2 + C_{1}. $ 
3. Apply initial condition $ a'(0)=0 $ : 
 $ 0 = \frac{1}{3}\cdot 0^2 + C_{1} \Longrightarrow C_{1} = 0 $ hence $ a'(t) = \frac{1}{3}t^2. $ 
4. Integrate to find $ a(t) $ :
 $ a(t) = \int \frac{1}{3}t^2dt = \frac{1}{3}\cdot\frac{t^3}{3} + C_{2} = \frac{1}{9}t^3 + C_{2}. $ 
 5. Apply initial condition $ a(0)=0 $ :
 $ 0 = \frac{1}{9}\cdot 0^3 + C_{2} \Longrightarrow C_{2} = 0 $ hence $ a(t) = \frac{1}{9}t^3. $ 
 6. Evaluate at $ t=4 $ : 
 $ a(4) = \frac{1}{9}\cdot 4^3 = \frac{64}{9}. $ ",,No units,Integral
Calculus,5,Integrate the equation 2,Integrate the equation: $ a''(t) = \frac{2}{3}t $ and find $ a(t) $ when $ t=4 $ assuming $ a'(0)=0 $ and $ a(0)=0 $ ,What is the second integral of $ a''(t)=\tfrac{2}{3}t $ ?, $ a(t)=\tfrac{1}{9}t^3 + a'(0)t + a(0) $ , $ a(t)=\tfrac{1}{3}t^2 + a'(0)t + a(0) $ , $ a(t)=\tfrac{3}{2}t^2 + a'(0)t + a(0) $ , $ a(t)=\tfrac{4}{3}t^3 + a'(0)t + a(0) $ ,1,"Correct, $ \int (\tfrac{1}{3}t^2), dt = \frac{1}{9}t^3 + C_1t + C_0 $ .","Incorrect, this skips a power in integration.","Incorrect, exponent and coefficient are wrong.","Incorrect, variable and exponent application is wrong.",7.1,7.12,"1. Acceleration satisfies $ a''(t) = \frac{2}{3}t. $ 
 2. Integrate to find $ a'(t) $ : 
 $ a'(t) = \int \frac{2}{3}tdt = \frac{2}{3}\cdot\frac{t^2}{2} + C_{1} = \frac{1}{3}t^2 + C_{1}. $ 
3. Apply initial condition $ a'(0)=0 $ : 
 $ 0 = \frac{1}{3}\cdot 0^2 + C_{1} \Longrightarrow C_{1} = 0 $ hence $ a'(t) = \frac{1}{3}t^2. $ 
4. Integrate to find $ a(t) $ :
 $ a(t) = \int \frac{1}{3}t^2dt = \frac{1}{3}\cdot\frac{t^3}{3} + C_{2} = \frac{1}{9}t^3 + C_{2}. $ 
 5. Apply initial condition $ a(0)=0 $ :
 $ 0 = \frac{1}{9}\cdot 0^3 + C_{2} \Longrightarrow C_{2} = 0 $ hence $ a(t) = \frac{1}{9}t^3. $ 
 6. Evaluate at $ t=4 $ : 
 $ a(4) = \frac{1}{9}\cdot 4^3 = \frac{64}{9}. $ ",,No units,Integral
Calculus,5,Integrate the equation 2,Integrate the equation: $ a''(t) = \frac{2}{3}t $ and find $ a(t) $ when $ t=4 $ assuming $ a'(0)=0 $ and $ a(0)=0 $ ,What is the value of $ a(t) $ when $ t=4 $ ?,,,,,,,,,,7.1,7.12,"1. Acceleration satisfies $ a''(t) = \frac{2}{3}t. $ 
 2. Integrate to find $ a'(t) $ : 
 $ a'(t) = \int \frac{2}{3}tdt = \frac{2}{3}\cdot\frac{t^2}{2} + C_{1} = \frac{1}{3}t^2 + C_{1}. $ 
3. Apply initial condition $ a'(0)=0 $ : 
 $ 0 = \frac{1}{3}\cdot 0^2 + C_{1} \Longrightarrow C_{1} = 0 $ hence $ a'(t) = \frac{1}{3}t^2. $ 
4. Integrate to find $ a(t) $ :
 $ a(t) = \int \frac{1}{3}t^2dt = \frac{1}{3}\cdot\frac{t^3}{3} + C_{2} = \frac{1}{9}t^3 + C_{2}. $ 
 5. Apply initial condition $ a(0)=0 $ :
 $ 0 = \frac{1}{9}\cdot 0^3 + C_{2} \Longrightarrow C_{2} = 0 $ hence $ a(t) = \frac{1}{9}t^3. $ 
 6. Evaluate at $ t=4 $ : 
 $ a(4) = \frac{1}{9}\cdot 4^3 = \frac{64}{9}. $ ",,No units,Final Answer
Calculus,6,Integrate the equation 3,Integrate the equation: $ a''(t) = t^2 + 12t - 3 $ and find $ a(t) $ when $ t=6 $ assuming $ a'(0)=0 $ and $ a(0)=0 $ ,How do you integrate an equation in the form $ y'(t)=x^n $ (n cannot equal -1)?,Integral Transfer Function: $ nx^{n-1}+C $ ,Integral Transfer Function: $ xnt^{n-1} $ ,Integral Transfer Function: $ \frac{x}{n+1}t^{n+1}+C $ ,Integral Transfer Function: $ xn^{x-1}+C $ ,3,"Incorrect, this is the power rule for differentiation, not integration.","Incorrect, variable placement and exponent handling are wrong.","Correct, the integral of $ x^n $ is $ x^{n+1}/(n+1) + C $ .","Incorrect, exponent and base relationship is wrong.",486,486,"1. Integrate $ a''(t) $ to find $ a'(t) $ :
 $ a'(t) = \int \bigl(t^{2} + 12t - 3\bigr)dt = \frac{1}{3}t^{3} + 6t^{2} - 3t + C_{1} $ 
Apply the initial condition $ a'(0)=0 $ :
 $ 0 = \frac{1}{3}\cdot 0^{3} + 6\cdot 0^{2} - 3\cdot 0 + C_{1}\Longrightarrow C_{1} = 0 $ 
Therefore, $ a'(t) = \frac{1}{3}t^{3} + 6t^{2} - 3t $ 
2. Integrate $ a'(t) $ to find $ a(t) $ :
 $ a(t) = \int \Bigl(\tfrac{1}{3}t^{3} + 6t^{2} - 3t\Bigr)dt = \frac{1}{12}t^{4} + 2t^{3} - \frac{3}{2}t^{2} + C_{2} $ 
Apply the initial condition $ a(0)=0 $ :
 $ 0 = \frac{1}{12}\cdot 0^{4} + 2\cdot 0^{3} - \frac{3}{2}\cdot 0^{2} + C_{2}\Longrightarrow C_{2} = 0. $ 
Thus, $ a(t) = \frac{1}{12}t^{4} + 2t^{3} - \frac{3}{2}t^{2} $ 
3. Evaluate $ a(6) $ :
 $ a(6) = \frac{1}{12}\cdot 6^{4} + 2\cdot 6^{3} - \frac{3}{2}\cdot 6^{2} $ 
Compute each term:
 $ \frac{1}{12}\cdot 6^{4} = \frac{1}{12}\cdot 1296 = 108, 2\cdot 6^{3} = 2\cdot 216 = 432, \frac{3}{2}\cdot 6^{2} = \frac{3}{2}\cdot 36 = 54 $ 
Therefore, $ a(6) = 108 + 432 - 54 = 486 $ ",,m/s^2,Formula Selection
Calculus,6,Integrate the equation 3,Integrate the equation: $ a''(t) = t^2 + 12t - 3 $ and find $ a(t) $ when $ t=6 $ assuming $ a'(0)=0 $ and $ a(0)=0 $ ,What is the integral of $ a''(t) = t^2 + 12t - 3 $ ?, $ a'(t)=\tfrac{1}{3}t^2 + 6t - 3t + a'(0) $ , $ a'(t)=\tfrac{1}{3}t^3 + 6t^2 - 3t + a'(0) $ , $ a'(t)=\tfrac{1}{4}t^4 + 12t^2 - 3t + a'(0) $ , $ a'(t)=\tfrac{1}{3}t + 12 - 3 + a'(0) $ ,2,"Incorrect, $ \int t^2, dt = \frac{1}{3}t^3 $ , not $ t^2 $ .","Correct, $ \int(t^2+12t-3), dt = \frac{1}{3}t^3 + 6t^2 - 3t + C $ .","Incorrect, integrating $ 12t $ yields $ 6t^2 $ , not $ 12t^2 $ .","Incorrect, integrating $ t^2 $ yields a cubic term, not linear.",486,486,"1. Integrate $ a''(t) $ to find $ a'(t) $ :
 $ a'(t) = \int \bigl(t^{2} + 12t - 3\bigr)dt = \frac{1}{3}t^{3} + 6t^{2} - 3t + C_{1} $ 
Apply the initial condition $ a'(0)=0 $ :
 $ 0 = \frac{1}{3}\cdot 0^{3} + 6\cdot 0^{2} - 3\cdot 0 + C_{1}\Longrightarrow C_{1} = 0 $ 
Therefore, $ a'(t) = \frac{1}{3}t^{3} + 6t^{2} - 3t $ 
2. Integrate $ a'(t) $ to find $ a(t) $ :
 $ a(t) = \int \Bigl(\tfrac{1}{3}t^{3} + 6t^{2} - 3t\Bigr)dt = \frac{1}{12}t^{4} + 2t^{3} - \frac{3}{2}t^{2} + C_{2} $ 
Apply the initial condition $ a(0)=0 $ :
 $ 0 = \frac{1}{12}\cdot 0^{4} + 2\cdot 0^{3} - \frac{3}{2}\cdot 0^{2} + C_{2}\Longrightarrow C_{2} = 0. $ 
Thus, $ a(t) = \frac{1}{12}t^{4} + 2t^{3} - \frac{3}{2}t^{2} $ 
3. Evaluate $ a(6) $ :
 $ a(6) = \frac{1}{12}\cdot 6^{4} + 2\cdot 6^{3} - \frac{3}{2}\cdot 6^{2} $ 
Compute each term:
 $ \frac{1}{12}\cdot 6^{4} = \frac{1}{12}\cdot 1296 = 108, 2\cdot 6^{3} = 2\cdot 216 = 432, \frac{3}{2}\cdot 6^{2} = \frac{3}{2}\cdot 36 = 54 $ 
Therefore, $ a(6) = 108 + 432 - 54 = 486 $ ",,m/s^2,Integral
Calculus,6,Integrate the equation 3,Integrate the equation: $ a''(t) = t^2 + 12t - 3 $ and find $ a(t) $ when $ t=6 $ assuming $ a'(0)=0 $ and $ a(0)=0 $ ,What is the second integral of $ a''(t)=t^2+12t-3 $ ?, $ a(t)=\tfrac{1}{3}t^2 + 6t - 3t + a'(0)t + a(0) $ , $ a(t)=\tfrac{1}{3}t^4 + 6t^3 - 3t^2 + a'(0)t + a(0) $ , $ a(t)=\tfrac{1}{12}t^4 + 2t^3 - \tfrac{3}{2}t^2 + a'(0)t + a(0) $ , $ a(t)=\tfrac{1}{3}t^3 + 12t^2 - 3t + a'(0)t + a(0) $ ,3,"Incorrect, integrating a cubic yields a quartic term, not quadratic.","Incorrect, exponent for the first term should be 4, not 4 with coefficient 1/3.","Correct, $ \int(\tfrac{1}{3}t^3+6t^2-3t), dt = \frac{1}{12}t^4 + 2t^3 - \frac{3}{2}t^2 + C_1t + C_0 $ .","Incorrect, coefficient for $ t^3 $ term should be $ 1/12 $ , not $ 1/3 $ .",486,486,"1. Integrate $ a''(t) $ to find $ a'(t) $ :
 $ a'(t) = \int \bigl(t^{2} + 12t - 3\bigr)dt = \frac{1}{3}t^{3} + 6t^{2} - 3t + C_{1} $ 
Apply the initial condition $ a'(0)=0 $ :
 $ 0 = \frac{1}{3}\cdot 0^{3} + 6\cdot 0^{2} - 3\cdot 0 + C_{1}\Longrightarrow C_{1} = 0 $ 
Therefore, $ a'(t) = \frac{1}{3}t^{3} + 6t^{2} - 3t $ 
2. Integrate $ a'(t) $ to find $ a(t) $ :
 $ a(t) = \int \Bigl(\tfrac{1}{3}t^{3} + 6t^{2} - 3t\Bigr)dt = \frac{1}{12}t^{4} + 2t^{3} - \frac{3}{2}t^{2} + C_{2} $ 
Apply the initial condition $ a(0)=0 $ :
 $ 0 = \frac{1}{12}\cdot 0^{4} + 2\cdot 0^{3} - \frac{3}{2}\cdot 0^{2} + C_{2}\Longrightarrow C_{2} = 0. $ 
Thus, $ a(t) = \frac{1}{12}t^{4} + 2t^{3} - \frac{3}{2}t^{2} $ 
3. Evaluate $ a(6) $ :
 $ a(6) = \frac{1}{12}\cdot 6^{4} + 2\cdot 6^{3} - \frac{3}{2}\cdot 6^{2} $ 
Compute each term:
 $ \frac{1}{12}\cdot 6^{4} = \frac{1}{12}\cdot 1296 = 108, 2\cdot 6^{3} = 2\cdot 216 = 432, \frac{3}{2}\cdot 6^{2} = \frac{3}{2}\cdot 36 = 54 $ 
Therefore, $ a(6) = 108 + 432 - 54 = 486 $ ",,m/s^2,Integral
Calculus,6,Integrate the equation 3,Integrate the equation: $ a''(t) = t^2 + 12t - 3 $ and find $ a(t) $ when $ t=6 $ assuming $ a'(0)=0 $ and $ a(0)=0 $ ,What is the value of $ a(t) $ when $ t=6 $ ?,,,,,,,,,,486,486,"1. Integrate $ a''(t) $ to find $ a'(t) $ :
 $ a'(t) = \int \bigl(t^{2} + 12t - 3\bigr)dt = \frac{1}{3}t^{3} + 6t^{2} - 3t + C_{1} $ 
Apply the initial condition $ a'(0)=0 $ :
 $ 0 = \frac{1}{3}\cdot 0^{3} + 6\cdot 0^{2} - 3\cdot 0 + C_{1}\Longrightarrow C_{1} = 0 $ 
Therefore, $ a'(t) = \frac{1}{3}t^{3} + 6t^{2} - 3t $ 
2. Integrate $ a'(t) $ to find $ a(t) $ :
 $ a(t) = \int \Bigl(\tfrac{1}{3}t^{3} + 6t^{2} - 3t\Bigr)dt = \frac{1}{12}t^{4} + 2t^{3} - \frac{3}{2}t^{2} + C_{2} $ 
Apply the initial condition $ a(0)=0 $ :
 $ 0 = \frac{1}{12}\cdot 0^{4} + 2\cdot 0^{3} - \frac{3}{2}\cdot 0^{2} + C_{2}\Longrightarrow C_{2} = 0. $ 
Thus, $ a(t) = \frac{1}{12}t^{4} + 2t^{3} - \frac{3}{2}t^{2} $ 
3. Evaluate $ a(6) $ :
 $ a(6) = \frac{1}{12}\cdot 6^{4} + 2\cdot 6^{3} - \frac{3}{2}\cdot 6^{2} $ 
Compute each term:
 $ \frac{1}{12}\cdot 6^{4} = \frac{1}{12}\cdot 1296 = 108, 2\cdot 6^{3} = 2\cdot 216 = 432, \frac{3}{2}\cdot 6^{2} = \frac{3}{2}\cdot 36 = 54 $ 
Therefore, $ a(6) = 108 + 432 - 54 = 486 $ ",,m/s^2,Final Answer
Calculus,7,Applied Differentiation 1,"With respect to the graph, what is the change in velocity of the object in motion (in the x-direction) at $ t = 2.5 $ seconds?",What is the equation for acceleration?, $ a=4t^2 $ , $ a=4 $ , $ a=3 $ , $ a=3t $ ,3," $ Incorrect, the graph shows constant acceleration of 3 \text{m/s}^2. $ "," $ Incorrect, the graph shows acceleration of 3 \text{m/s}^2 not 4. $ ","Correct, the acceleration is constant at $ 3\mathrm{ \text{m/s}}^2 $ .","Incorrect, acceleration is constant not increasing with time.",7.5,7.5,"1. Acceleration satisfies $ a = 3 \mathrm{ \text{m/s}}^2 $ . 
2. Change in Velocity satisfies $ \Delta v = at $ . 
3. Compute $ \Delta v = 3 \times 2.5 = 7.5 \mathrm{ \text{m/s}} $ .",Images/Cal_7.png,m/s,Substitute & Calculate
Calculus,7,Applied Differentiation 1,"With respect to the graph, what is the change in velocity of the object in motion (in the x-direction) at $ t = 2.5 $ seconds?",How would you calculate the velocity equation?,Differentiate acceleration equation,Integrate acceleration equation,Use Pythagorean theorem,Integrate velocity equation,2,"Incorrect, velocity is the integral of acceleration not its derivative.","Correct, you integrate acceleration to get velocity.","Incorrect, Pythagorean theorem does not apply here.","Incorrect, integrating the velocity equation is not how you get velocity.",7.5,7.5,"1. Acceleration satisfies $ a = 3 \mathrm{ \text{m/s}}^2 $ . 
2. Change in Velocity satisfies $ \Delta v = at $ . 
3. Compute $ \Delta v = 3 \times 2.5 = 7.5 \mathrm{ \text{m/s}} $ .",Images/Cal_7.png,m/s,Formula Selection
Calculus,7,Applied Differentiation 1,"With respect to the graph, what is the change in velocity of the object in motion (in the x-direction) at $ t = 2.5 $ seconds?",How do you integrate an equation in the form $ y'(t)=x^n $ (n cannot equal -1)?,Integral Transfer Function: $ nx^{n-1}+C $ ,Integral Transfer Function: $ xnt^{n-1} $ ,Integral Transfer Function: $ \frac{x}{n+1}t^{n+1}+C $ ,Integral Transfer Function: $ xn^{x-1}+C $ ,3,"Incorrect, this is the power rule for differentiation, not integration.","Incorrect, variable placement and exponent handling are wrong.","Correct, the integral of $ x^n $ is $ x^{n+1}/(n+1)+C $ .","Incorrect, exponent and base relationship is wrong.",7.5,7.5,"1. Acceleration satisfies $ a = 3 \mathrm{ \text{m/s}}^2 $ . 
2. Change in Velocity satisfies $ \Delta v = at $ . 
3. Compute $ \Delta v = 3 \times 2.5 = 7.5 \mathrm{ \text{m/s}} $ .",Images/Cal_7.png,m/s,Formula Selection
